2.176950246180432487e+02,2.190887022016958383e+02,2.161828232334274844e+02
9.087729300389132447e+01,8.150780567797671949e+01,6.812303988679410338e+01
1.635940738743797453e+02,1.510479303176283565e+02,1.406366357683484125e+02
5.195859902409368658e+01,4.790376588803015068e+01,4.557412469579121250e+01
1.986726857908998056e+02,4.947721459451376802e+01,4.067028779411550943e+01
8.350718966141114663e+01,1.598424242516890672e+02,2.050108596563159153e+02
2.193557222301261049e+02,1.683168611644367729e+02,6.473501376267356022e+01
2.514773204532670547e+02,2.516880497225176896e+02,2.510543168656640773e+02
1.270311068062596291e+02,1.182069228180439211e+02,1.015281569167851501e+02
3.340782564406993060e+01,9.245565427432136119e+01,1.450928186488601739e+02
1.775140408398482350e+01,1.495913684447944547e+01,1.509283917240827577e+01
1.964428968275396130e+02,1.883001825360578607e+02,1.782250995590323157e+02
