2.426296683651422370e+02,2.213068310676188162e+02,1.203957770536858476e+02
2.049520045114363143e+01,1.897069301523245599e+01,1.416034491697757858e+01
1.342327521041059413e+02,1.416387212769315624e+02,1.252199393854135394e+02
2.508140718465390933e+02,2.505339005822839056e+02,2.491470941390282974e+02
1.895479003278013579e+02,1.087437439677727014e+02,8.379674157541704460e+01
4.763489461377548650e+01,1.678899220817923208e+02,2.242535498324340608e+02
1.941441581664274167e+02,1.915187565236167870e+02,1.807223510094423489e+02
4.149922409845876814e+01,4.652013216949831076e+01,7.397011116868472413e+01
2.090670319032453506e+02,4.552472139260925132e+01,2.838826314096719727e+01
9.775118685987227707e+01,1.192107736099400483e+02,6.408410426943616756e+01
5.784479151716389822e+01,1.024427314899287467e+02,1.658796661784316200e+02
2.267622080632707480e+02,1.927158497416982641e+02,3.238824071817089134e+01
