2.508428919910937225e+02,2.511799941547276376e+02,2.505964262101479108e+02
9.613445432491681686e+01,1.037733629057800897e+02,7.485664961613628066e+01
1.670982065163874495e+02,1.734642813679116102e+02,1.699630044041943790e+02
1.858222390682988134e+01,1.508543366640256522e+01,1.428237818256118885e+01
5.758295910793077610e+01,5.773408933016173705e+01,6.081647482705993468e+01
5.871461889281226831e+01,1.684607719469259735e+02,2.294666597623242978e+02
2.104278101639471288e+02,2.156551048918970253e+02,2.131615743576778641e+02
1.879410189907869153e+02,8.645601033549471026e+01,5.615510640025819100e+01
2.403597792204209895e+02,1.601428321960945027e+02,3.450407338894791565e+01
1.317736173661510577e+02,1.335205211463045316e+02,1.188966540545902149e+02
2.105185007372455175e+02,1.737341622444913583e+02,1.284764846093038670e+02
3.856229998752856147e+01,9.640214173560408994e+01,1.664206714623661867e+02
