9.882099421215735902e+01,9.196809261367167210e+01,7.550098694334712945e+01
2.513063461664777378e+02,2.514521695620681783e+02,2.508241003113066085e+02
1.648775641781819559e+02,1.563300329644899023e+02,1.472307214652942946e+02
6.050267032665701095e+01,5.494150642456553157e+01,4.792895954402449377e+01
1.960433235479382574e+01,1.733583882480357374e+01,1.684005912324872156e+01
8.347822512942332196e+01,1.589633181386007834e+02,2.058565786068924695e+02
1.355992160219590517e+02,1.239187580259217896e+02,1.078796380165630069e+02
1.984018066685126200e+02,1.901495206300544965e+02,1.767229819374932731e+02
2.210596594324225634e+02,1.675645309120398565e+02,6.784296145669095779e+01
2.147276843429546602e+02,2.164172235140047746e+02,2.154288571205754863e+02
1.931964364135713481e+02,5.328272555544715772e+01,3.867524155569154232e+01
3.530841163221664658e+01,9.411010307779888251e+01,1.469272069901966518e+02
