2.511687399894078112e+02,2.514335894928285029e+02,2.507890378075792910e+02
1.088050766018661477e+02,9.899628175115725526e+01,8.130080905597644403e+01
2.213826246598070497e+02,1.662493893943681087e+02,5.758974125770053831e+01
1.936345384612116050e+01,1.713763504830026818e+01,1.710073983959256338e+01
5.603073222598692382e+01,1.465269369878455450e+02,2.021605156060950890e+02
2.158267860754749847e+02,2.129692212907976625e+02,2.065080283246712156e+02
1.990960537121014795e+02,4.262890966892715028e+01,3.916453399196869611e+01
6.399117337100069847e+01,5.697553412258942274e+01,5.176024396674779382e+01
1.434618784902758364e+02,1.342155210281648863e+02,1.245131655412751996e+02
1.613526857963053658e+02,1.798071634777565464e+02,1.911893673704333594e+02
3.184237003086815321e+01,8.211143111296804875e+01,1.330369375010025124e+02
1.968413158022844982e+02,1.696072651663160116e+02,1.447189087279066371e+02
