4.592102856671486677e+01,8.644717680004031024e+01,1.493014334466103321e+02
2.516065650671636718e+02,2.516705408038774863e+02,2.510071875907055698e+02
1.442410879414682370e+02,1.465416003800792168e+02,1.480169613183760475e+02
1.529936234850066512e+01,1.345515290900112859e+01,1.570840079766512076e+01
1.960796727348304955e+02,1.436262949552479142e+02,1.105552533536773865e+02
1.893632782377219428e+02,1.850293419240456387e+02,1.769941942196104208e+02
6.017778798405110763e+01,1.608327393436958630e+02,2.070158346196349157e+02
1.070770756817703386e+02,1.053793753538043063e+02,8.819179686410373620e+01
5.935005760409811160e+01,5.542250171022814698e+01,5.482815474629818198e+01
2.173342834450763803e+02,2.153206503789804174e+02,2.072086921070739152e+02
2.289983970481161464e+02,1.965607241536243635e+02,5.529657735366386362e+01
2.007232158432782398e+02,3.530998660866032424e+01,3.393107455099226399e+01
