3.643025606104399117e+01,8.870041945851799881e+01,1.382588266312276630e+02
2.508464267240937602e+02,2.510786087101799922e+02,2.504138690078656850e+02
2.043152667655254788e+02,1.688342372592952927e+02,1.376683688132919769e+02
6.154493007619123546e+01,5.623408188756428672e+01,5.010382783120306271e+01
1.918906822300417048e+01,1.644984939723318007e+01,1.632881376122531947e+01
1.673061497448868522e+02,1.730434018967906979e+02,1.775208244216209152e+02
1.968736501437876996e+02,5.073932327517242413e+01,4.111640570632658864e+01
1.039723073145568435e+02,9.556204937413568246e+01,7.790990231332963845e+01
2.128893884548784285e+02,2.113051597087499545e+02,2.073950731137996968e+02
6.809168725519990062e+01,1.532775383426220799e+02,2.050514705404555968e+02
1.415534539449425893e+02,1.322381663990351512e+02,1.178326364345739989e+02
2.237032581533204620e+02,1.738297814897777300e+02,4.758306023679773489e+01
