1.063557244493189273e+02,9.860887185722745585e+01,8.103163144811804841e+01
2.509372611266345530e+02,2.512346289366344649e+02,2.506215247927949008e+02
1.900043544485814095e+01,1.635427004865417189e+01,1.695586040071353295e+01
1.919927920196849698e+02,1.745281342375233748e+02,1.582809049200774609e+02
4.950600546546337455e+01,1.373051720167013343e+02,1.917251918041945657e+02
2.243810593322288582e+02,1.775592205614692034e+02,5.612183516784105564e+01
6.335271467541271306e+01,5.629851917439684428e+01,4.962679629552530969e+01
3.549258614031177217e+01,7.348220870462324683e+01,1.187591613308320007e+02
2.135194951727775106e+02,2.130861015061946659e+02,2.094317232817855086e+02
1.976508812439533074e+02,5.046163435216578819e+01,4.522046680641679473e+01
1.457129912301561205e+02,1.346910349784238861e+02,1.232470593937819388e+02
1.376071182718223440e+02,1.775849680734251308e+02,2.040720505999437364e+02
