1.858222390682988134e+01,1.508543366640256522e+01,1.428237818256118885e+01
2.508428919910937225e+02,2.511799941547276376e+02,2.505964262101479108e+02
5.758295910793077610e+01,5.773408933016173705e+01,6.081647482705993468e+01
2.136810412986173446e+02,2.169391817636962401e+02,2.135185570741935805e+02
2.015749000671278566e+02,9.647967255970370104e+01,4.990761118462189927e+01
2.163306894749389357e+02,1.734729103548135924e+02,1.073515329948394026e+02
3.985877464632285694e+01,1.667601283197754469e+02,2.297218891085577184e+02
1.344344522888071651e+02,1.353380743624899765e+02,1.211441611403427032e+02
1.345754266182087804e+02,1.825497801907970938e+02,2.188807615730378870e+02
3.856229998752856147e+01,9.640214173560408994e+01,1.664206714623661867e+02
1.774198839417345255e+02,1.779077897642218318e+02,1.663836902457509268e+02
9.787784575445223822e+01,1.041964997096116861e+02,7.632325797724907090e+01
