3.480134467518075780e+01,1.318891417144651541e+02,1.742593768564701975e+02
2.519719820638020167e+02,2.520477362538110810e+02,2.513542937071619860e+02
6.172655453557179328e+01,5.581617523115212975e+01,5.007142947244602738e+01
2.228629882559407918e+02,2.191935298296157555e+02,2.119489184091876552e+02
1.129671075964043894e+02,1.000208938803916112e+02,7.816071038291532602e+01
2.053240873560301338e+01,1.683719871877426044e+01,1.693814903999790999e+01
1.833165928368072741e+02,1.491300994346563300e+02,1.101533828353348810e+02
1.929950656969058400e+02,4.742509977193641646e+01,4.244261474160310854e+01
2.020112207365341987e+02,1.887255416133486960e+02,1.713497417127086067e+02
2.298288511629965001e+02,1.829628083063806798e+02,6.114147716162776192e+01
1.445902619067412047e+02,1.421602324806384843e+02,1.350096323189309260e+02
1.445452592234052531e+02,1.920703969891574161e+02,2.189095732062473303e+02
