1.432052083195414696e+02,1.328040607352252493e+02,1.209866538161543019e+02
2.510393967501668158e+02,2.513378453657215630e+02,2.507783611211845027e+02
1.663083787660966095e+01,1.392453735036218632e+01,1.520534395617283963e+01
2.055925376668417641e+02,1.744205980511303551e+02,1.457365704750314421e+02
5.750413544467421900e+01,5.225199778276059703e+01,5.094499744008116693e+01
2.027714143236935058e+02,4.532831404909941853e+01,4.076796998081650258e+01
3.983238400124827194e+01,8.959123741392930640e+01,1.424822733274488087e+02
2.237295148014668200e+02,1.666121723566874095e+02,5.367304894120559311e+01
1.046262368367262638e+02,9.346847993107152774e+01,7.766891919746508677e+01
1.621215269208521761e+02,1.708321351578284180e+02,1.792647073291966535e+02
2.138078009258223346e+02,2.130640311947907719e+02,2.086086256990744516e+02
5.282468393062282530e+01,1.674993205383851205e+02,2.098084112996694728e+02
