1.699766509366949663e+02,1.562056447233098027e+02,1.437695040008585465e+02
2.518779636734325038e+02,2.520894427744023858e+02,2.515765497248925726e+02
1.583124593969318994e+01,1.269034456687253964e+01,1.260264610784119554e+01
9.414677651987440754e+01,9.129315171229336556e+01,7.291756205191335027e+01
1.957581004797493733e+02,1.919661454318061544e+02,1.819711067582751980e+02
7.659686998228713151e+01,1.602073194990417448e+02,2.070983528969441636e+02
2.003555464006687998e+02,4.226267677662079336e+01,3.584811350266198815e+01
3.141026624240137721e+01,9.703224516487961182e+01,1.529927602400968851e+02
2.203457276991383083e+02,2.199039519505405735e+02,2.144708390619138640e+02
2.231506701897209268e+02,1.771112100232569446e+02,5.843111331138443632e+01
1.324888485888173477e+02,1.245222757067132306e+02,1.057322274902433605e+02
5.695014662627701796e+01,5.164968363487805902e+01,4.722442431274906482e+01
